id,type,name,slug,gender,house,species,wiki
f18a875f-dca8-4d7a-b0bf-977f5c0ce884,spell,Bouquet Spell,bouquet-spell,,,,https://harrypotter.fandom.com/wiki/Bouquet_Spell
83e33ea0-0d29-4756-8f1f-b304c97804fc,spell,Box Blasting Charm,box-blasting-charm,,,,https://harrypotter.fandom.com/wiki/Box_Blasting_Charm
065ccde3-9ed2-4749-a999-74df82638afc,spell,Brackium Emendo,brackium-emendo,,,,https://harrypotter.fandom.com/wiki/Brackium_Emendo
22a13437-97d8-47c3-99b6-d1a1ae5f208f,spell,Bravery Charm,bravery-charm,,,,https://harrypotter.fandom.com/wiki/Bravery_Charm
02e81b19-8d3d-4451-a5dd-916ccd7d112c,spell,Bridge-conjuring spell,bridge-conjuring-spell,,,,https://harrypotter.fandom.com/wiki/Bridge-conjuring_spell
8d6b8da8-f2fc-4ea8-979c-5297f932eed7,spell,Broom jinx,broom-jinx,,,,https://harrypotter.fandom.com/wiki/Broom_jinx
f6eb9e9c-00ff-4bad-87bc-f765ab0f7e2c,spell,Bubble-Head Charm,bubble-head-charm,,,,https://harrypotter.fandom.com/wiki/Bubble-Head_Charm
60f9da70-7e03-4981-a88c-cd5fdd6db42e,spell,Bubble Spell,bubble-spell,,,,https://harrypotter.fandom.com/wiki/Bubble_Spell
4b3f0715-d1da-448c-bd63-4c80e903a4c0,spell,Cantis,cantis,,,,https://harrypotter.fandom.com/wiki/Cantis
c467b200-38a4-40ae-9f6c-5dd7adfec7e2,spell,Cascading Jinx,cascading-jinx,,,,https://harrypotter.fandom.com/wiki/Cascading_Jinx
d2631e90-6198-49a7-b6ee-f986f04927f0,spell,Caterwauling Charm,caterwauling-charm,,,,https://harrypotter.fandom.com/wiki/Caterwauling_Charm
586d4be2-86fe-48e3-a5ce-44eb6681234d,spell,Cauldron to badger,cauldron-to-badger-spell,,,,https://harrypotter.fandom.com/wiki/Cauldron_to_badger_spell
e27c898d-1b12-4730-aeca-51ad5684e0c5,spell,Cauldron to Sieve,cauldron-to-sieve,,,,https://harrypotter.fandom.com/wiki/Cauldron_to_Sieve
d5291ca3-3792-4cc0-9e08-26b2ddb907dd,spell,Cave inimicum,cave-inimicum,,,,https://harrypotter.fandom.com/wiki/Cave_inimicum
67f59323-8874-4c29-9b74-27a0e7fe2a4d,spell,Cheering Charm,cheering-charm,,,,https://harrypotter.fandom.com/wiki/Cheering_Charm
971cc5e1-eb7d-4542-831c-125201d86dad,spell,Circumrota,circumrota,,,,https://harrypotter.fandom.com/wiki/Circumrota
b19b4eea-cd9c-4482-a997-22e862ba1ea8,spell,Colour Change Charm,colour-change-charm,,,,https://harrypotter.fandom.com/wiki/Colour_Change_Charm
ce4c6677-ffe2-4f5f-8a6e-2e8649584d63,spell,Combat Bolt,combat-bolt,,,,https://harrypotter.fandom.com/wiki/Combat_Bolt
7b999db5-a488-453b-812c-4b583fb90b45,spell,Confundus Charm,confundus-charm,,,,https://harrypotter.fandom.com/wiki/Confundus_Charm
bfec4353-9c17-4839-8ee3-b9dc0f69c756,spell,Conjunctivitis Curse,conjunctivitis-curse,,,,https://harrypotter.fandom.com/wiki/Conjunctivitis_Curse
7afb8c00-8e80-4c17-8fff-0d8ec6a0538a,spell,Cornflake Skin Jinx,cornflake-skin-spell,,,,https://harrypotter.fandom.com/wiki/Cornflake_skin_spell
58ac1d4b-ce8c-4f59-8011-4aff4490a94e,spell,Cracker Jinx,cracker-jinx,,,,https://harrypotter.fandom.com/wiki/Cracker_Jinx
0961bbdb-c6a6-495f-a328-a3d52816b9e6,spell,Cribbing Spell,cribbing-spell,,,,https://harrypotter.fandom.com/wiki/Cribbing_Spell
34783045-8749-4069-b722-0a501686e82d,spell,Crinus Muto,crinus-muto,,,,https://harrypotter.fandom.com/wiki/Crinus_Muto
06280e9d-d070-470a-b337-a32388012745,spell,Cruciatus Curse,cruciatus-curse,,,,https://harrypotter.fandom.com/wiki/Cruciatus_Curse
c9a15265-aa63-48ab-80e9-cb1360d870c9,spell,Curse of the Bogies,curse-of-the-bogies,,,,https://harrypotter.fandom.com/wiki/Curse_of_the_Bogies
560a85bf-0102-44e9-9b27-12d59d5c1595,spell,Cushioning Charm,cushioning-charm,,,,https://harrypotter.fandom.com/wiki/Cushioning_Charm
1d44a88c-5668-49a8-8776-481097256239,spell,Dancing Feet Spell,dancing-feet-spell,,,,https://harrypotter.fandom.com/wiki/Dancing_Feet_Spell
2a93dbc5-76bf-44ab-807a-0be507f3b14c,spell,Dangling Jinx,dangling-jinx,,,,https://harrypotter.fandom.com/wiki/Dangling_Jinx
e7f2d34c-38fe-4219-bfd8-50b755458848,spell,Densaugeo,densaugeo,,,,https://harrypotter.fandom.com/wiki/Densaugeo
4791a976-21a5-4161-9274-d4e2c304b74a,spell,Deprimo Spell,deprimo,,,,https://harrypotter.fandom.com/wiki/Deprimo
ac9bc539-4709-44ed-a42d-930774ae7d0c,spell,Descendo,descendo,,,,https://harrypotter.fandom.com/wiki/Descendo
cc5c2bf6-7a67-428e-b778-685e533e5a2d,spell,Desk Into Pig,desk-into-pig,,,,https://harrypotter.fandom.com/wiki/Desk_Into_Pig
22b3b68b-2e1f-4a79-bd2b-d391f042cb1d,spell,Deterioration Hex,deterioration-hex,,,,https://harrypotter.fandom.com/wiki/Deterioration_Hex
b7e7348a-30c1-44b8-a548-86850cfcc562,spell,Diminuendo,diminuendo,,,,https://harrypotter.fandom.com/wiki/Diminuendo
e8b81871-68ef-4587-b57a-ffba58fa3320,spell,Disarming Charm,disarming-charm,,,,https://harrypotter.fandom.com/wiki/Disarming_Charm
a8998dd7-01a4-4e0b-b426-938ace44777d,spell,Disenchantment Charm,surgito,,,,https://harrypotter.fandom.com/wiki/Surgito
f549ed2a-1ca6-4f2b-ad3a-b8cfcc5f02c2,spell,Disillusionment Charm,disillusionment-charm,,,,https://harrypotter.fandom.com/wiki/Disillusionment_Charm
f7c75842-5c14-4d12-9aff-a51059c4171f,spell,Disintegration spell,disintegration-spell,,,,https://harrypotter.fandom.com/wiki/Disintegration_spell
0753e4b7-ecd7-48d7-b035-b8b634929cb3,spell,Doubling Charm,doubling-charm,,,,https://harrypotter.fandom.com/wiki/Doubling_Charm
c4772108-f87a-4a4b-b511-d4eb57b68db1,spell,Draconifors Spell,draconifors-spell,,,,https://harrypotter.fandom.com/wiki/Draconifors_Spell
9fdd7fb5-93ae-47bb-a818-8dafe44536bb,spell,Drought Charm,drought-charm,,,,https://harrypotter.fandom.com/wiki/Drought_Charm
df8cdff0-3508-4c25-982c-56c8ba97e4db,spell,Ducklifors,ducklifors,,,,https://harrypotter.fandom.com/wiki/Ducklifors
3176b576-ed93-429a-b114-5ca79c7c89cc,spell,Dumbledore's Army parchment jinx,dumbledore-s-army-parchment-jinx,,,,https://harrypotter.fandom.com/wiki/Dumbledore's_Army_parchment_jinx
45b3bfe0-f710-4cc9-9829-359df7e9db0d,spell,Ear-Shrivelling Curse,ear-shrivelling-curse,,,,https://harrypotter.fandom.com/wiki/Ear-shrivelling_Curse
3cc02e0a-c906-455c-a685-68749994053b,spell,Ears to kumquats,ears-to-kumquats-spell,,,,https://harrypotter.fandom.com/wiki/Ears_to_kumquats_spell
e415b929-1cb8-4195-b636-009a55a2abb9,spell,Ebublio Jinx,ebublio-jinx,,,,https://harrypotter.fandom.com/wiki/Ebublio_Jinx
a8149796-eb25-45a8-b128-478e1df5f5cb,spell,Engorgement Charm,engorgement-charm,,,,https://harrypotter.fandom.com/wiki/Engorgement_Charm
66352fcd-f064-4480-bb1c-fcc550b2ba2f,spell,Engorgio Skullus,engorgio-skullus,,,,https://harrypotter.fandom.com/wiki/Engorgio_Skullus
bc67d5f0-5637-43e1-a20f-fba42f23fcc2,spell,Entrail-Expelling Curse,entrail-expelling-curse,,,,https://harrypotter.fandom.com/wiki/Entrail-Expelling_Curse
411286ed-4112-4da9-b5b1-92ab6fb0d5df,spell,Episkey,episkey,,,,https://harrypotter.fandom.com/wiki/Episkey
8a206b25-3603-4fb9-bffe-3b41efd0d647,spell,Epoximise,epoximise,,,,https://harrypotter.fandom.com/wiki/Epoximise
f3bb38ca-c49b-4721-9ee4-6f1f0a919814,spell,Eradication Spell,eradication-spell,,,,https://harrypotter.fandom.com/wiki/Eradication_Spell
5a489a93-c742-4c7c-8423-2d383f2f6f3a,spell,Erecto,erecto,,,,https://harrypotter.fandom.com/wiki/Erecto
669d3590-6a1f-4ea9-9c06-09534bc90b69,spell,Evanesce,evanesce,,,,https://harrypotter.fandom.com/wiki/Evanesce
84925262-66dc-4a37-ada3-58c075c14e44,spell,Everte Statum,everte-statum,,,,https://harrypotter.fandom.com/wiki/Everte_Statum
3b5012cb-c536-4247-a993-db9f15ab8ac2,spell,Expulso Curse,expulso-curse,,,,https://harrypotter.fandom.com/wiki/Expulso_Curse
bdfde960-0584-49b0-8ae4-26f48e868e71,spell,Extension Charm,extension-charm,,,,https://harrypotter.fandom.com/wiki/Extension_Charm
6a832f90-5ccb-468b-ab98-d7793b9ceaa2,spell,Extinguishing Spell,extinguishing-spell,,,,https://harrypotter.fandom.com/wiki/Extinguishing_Spell
6f7eecee-5659-41b3-9694-6c64f52e6bbd,spell,False memory spell,false-memory-spell,,,,https://harrypotter.fandom.com/wiki/False_memory_spell
b582a652-1f60-4c2b-a927-16385eb2d281,spell,Feather-light charm,feather-light-charm,,,,https://harrypotter.fandom.com/wiki/Feather-light_charm
8def9ea1-69dc-4e31-8dc2-5ab60385fd20,spell,Ferret to human spell,ferret-to-human-spell,,,,https://harrypotter.fandom.com/wiki/Ferret_to_human_spell
3bdc8dd4-2f73-46d8-bb89-4dff164ef306,spell,Fianto Duri,fianto-duri,,,,https://harrypotter.fandom.com/wiki/Fianto_Duri
c0a1ad7f-0ea5-4908-bc29-935853166ce1,spell,Fidelius Charm,fidelius-charm,,,,https://harrypotter.fandom.com/wiki/Fidelius_Charm
0f7c210d-b035-4442-ad1f-35fed3014fb5,spell,Fiendfyre,fiendfyre,,,,https://harrypotter.fandom.com/wiki/Fiendfyre
